mayor,byte_length
Ron Black,4131
Linda Marlene Eales,4131
Ron Black,4131
Andy Mitchell,4131
Ron Black,4131
Linda Marlene Eales,4131
ABSTAIN,4131
Ron Black,4131
Linda Marlene Eales,4131
Andy Mitchell,4131
Andy Mitchell,4131
Ron Black,4131
Andy Mitchell,4131
ABSTAIN,4131
Andy Mitchell,4131
Linda Marlene Eales,4131
Andy Mitchell,4131
ABSTAIN,4131
Ron Black,4131
Ron Black,4130
ABSTAIN,4130
Ron Black,4130
Ron Black,4130
Ron Black,4130
ABSTAIN,4130
Linda Marlene Eales,4130
ABSTAIN,4130
Ron Black,4130
Linda Marlene Eales,4130
Ron Black,4130
Linda Marlene Eales,4130
Andy Mitchell,4130
ABSTAIN,4130
Ron Black,4130
Linda Marlene Eales,4130
Ron Black,4130
Ron Black,4130
ABSTAIN,4130
Ron Black,4130
Linda Marlene Eales,4130
Andy Mitchell,4130
Linda Marlene Eales,4129
ABSTAIN,4129
Ron Black,4129
Andy Mitchell,4129
ABSTAIN,4129
Linda Marlene Eales,4129
ABSTAIN,4129
Ron Black,4129
Andy Mitchell,4129
Andy Mitchell,4129
Andy Mitchell,4129
ABSTAIN,4129
Linda Marlene Eales,4129
Ron Black,4129
Andy Mitchell,4128
Ron Black,4128
Andy Mitchell,4128
ABSTAIN,4128
ABSTAIN,4128
ABSTAIN,4128
Andy Mitchell,4128
Ron Black,4128
Andy Mitchell,4128
ABSTAIN,4128
Ron Black,4128
Andy Mitchell,4128
Linda Marlene Eales,4128
Andy Mitchell,4128
Ron Black,4128
Andy Mitchell,4128
Ron Black,4128
Linda Marlene Eales,4128
Linda Marlene Eales,4128
Linda Marlene Eales,4128
ABSTAIN,4128
Ron Black,4128
Andy Mitchell,4128
Linda Marlene Eales,4128
ABSTAIN,4127
ABSTAIN,4127
Ron Black,4127
Linda Marlene Eales,4127
Andy Mitchell,4127
Ron Black,4127
ABSTAIN,4127
ABSTAIN,4127
Ron Black,4127
Ron Black,4127
ABSTAIN,4127
Ron Black,4127
Ron Black,4127
Linda Marlene Eales,4127
Ron Black,4127
Ron Black,4127
Linda Marlene Eales,4127
Andy Mitchell,4127
Ron Black,4127
Andy Mitchell,4127
ABSTAIN,4127
Ron Black,4127
Ron Black,4127
Linda Marlene Eales,4126
ABSTAIN,4126
ABSTAIN,4126
Linda Marlene Eales,4126
Linda Marlene Eales,4126
Linda Marlene Eales,4126
Ron Black,4126
Ron Black,4126
Ron Black,4126
Linda Marlene Eales,4126
ABSTAIN,4126
Andy Mitchell,4126
Linda Marlene Eales,4126
ABSTAIN,4126
Ron Black,4126
Linda Marlene Eales,4126
Ron Black,4125
Andy Mitchell,4125
ABSTAIN,4125
Andy Mitchell,4125
ABSTAIN,4125
Linda Marlene Eales,4125
ABSTAIN,4125
Andy Mitchell,4125
Linda Marlene Eales,4125
Andy Mitchell,4125
ABSTAIN,4125
Andy Mitchell,4125
Andy Mitchell,4125
Andy Mitchell,4125
ABSTAIN,4125
Andy Mitchell,4124
Andy Mitchell,4124
Andy Mitchell,4124
Linda Marlene Eales,4124
Andy Mitchell,4124
Andy Mitchell,4124
ABSTAIN,4124
Linda Marlene Eales,4124
Linda Marlene Eales,4124
Andy Mitchell,4124
Ron Black,4124
ABSTAIN,4124
Linda Marlene Eales,4124
ABSTAIN,4124
Andy Mitchell,4124
Linda Marlene Eales,4124
Linda Marlene Eales,4123
Ron Black,4123
Ron Black,4123
ABSTAIN,4123
ABSTAIN,4123
Linda Marlene Eales,4123
Andy Mitchell,4123
Ron Black,4123
Ron Black,4123
Ron Black,4123
Linda Marlene Eales,4123
Ron Black,4123
ABSTAIN,4123
Ron Black,4123
Andy Mitchell,4123
Ron Black,4123
Andy Mitchell,4123
ABSTAIN,4123
Linda Marlene Eales,4123
Andy Mitchell,4123
ABSTAIN,4123
Andy Mitchell,4123
Ron Black,4122
Ron Black,4122
ABSTAIN,4122
Andy Mitchell,4122
Linda Marlene Eales,4122
Ron Black,4122
ABSTAIN,4122
Linda Marlene Eales,4122
Andy Mitchell,4122
Andy Mitchell,4122
Linda Marlene Eales,4122
Andy Mitchell,4122
ABSTAIN,4122
Ron Black,4122
ABSTAIN,4122
Andy Mitchell,4121
Andy Mitchell,4121
Andy Mitchell,4121
Linda Marlene Eales,4121
Ron Black,4121
Ron Black,4121
Linda Marlene Eales,4121
ABSTAIN,4121
Ron Black,4121
Ron Black,4121
Andy Mitchell,4121
ABSTAIN,4121
ABSTAIN,4121
Andy Mitchell,4121
Ron Black,4121
Linda Marlene Eales,4121
Ron Black,4120
Ron Black,4120
Linda Marlene Eales,4120
Andy Mitchell,4120
Andy Mitchell,4120
Linda Marlene Eales,4120
Ron Black,4120
ABSTAIN,4120
ABSTAIN,4120
Linda Marlene Eales,4120
Ron Black,4120
Linda Marlene Eales,4120
Linda Marlene Eales,4120
Ron Black,4120
Linda Marlene Eales,4120
Andy Mitchell,4120
Andy Mitchell,4120
ABSTAIN,4120
Andy Mitchell,4120
ABSTAIN,4120
Ron Black,4120
Andy Mitchell,4120
Andy Mitchell,4119
Linda Marlene Eales,4119
Ron Black,4119
ABSTAIN,4119
Linda Marlene Eales,4119
Andy Mitchell,4119
ABSTAIN,4119
Ron Black,4119
Andy Mitchell,4119
ABSTAIN,4119
Ron Black,4119
Andy Mitchell,4119
Ron Black,4119
Andy Mitchell,4119
Andy Mitchell,4119
Andy Mitchell,4119
Linda Marlene Eales,4118
Linda Marlene Eales,4118
Linda Marlene Eales,4118
Linda Marlene Eales,4118
Linda Marlene Eales,4118
Ron Black,4118
Linda Marlene Eales,4118
ABSTAIN,4118
Andy Mitchell,4118
Andy Mitchell,4118
ABSTAIN,4118
Ron Black,4118
ABSTAIN,4118
Linda Marlene Eales,4118
Ron Black,4118
Andy Mitchell,4117
Andy Mitchell,4117
Linda Marlene Eales,4117
ABSTAIN,4117
ABSTAIN,4117
Andy Mitchell,4117
Linda Marlene Eales,4117
ABSTAIN,4117
Linda Marlene Eales,4117
Andy Mitchell,4117
Andy Mitchell,4117
Ron Black,4117
Andy Mitchell,4117
Ron Black,4117
Ron Black,4117
Linda Marlene Eales,4117
Andy Mitchell,4117
Andy Mitchell,4117
Ron Black,4117
Linda Marlene Eales,4117
Ron Black,4117
ABSTAIN,4117
Ron Black,4116
ABSTAIN,4116
Ron Black,4116
Andy Mitchell,4116
Ron Black,4116
Ron Black,4116
Ron Black,4116
ABSTAIN,4116
Andy Mitchell,4116
Andy Mitchell,4116
Ron Black,4116
ABSTAIN,4116
Linda Marlene Eales,4116
Ron Black,4116
Linda Marlene Eales,4116
Ron Black,4116
Andy Mitchell,4116
Linda Marlene Eales,4115
ABSTAIN,4115
Linda Marlene Eales,4115
Ron Black,4115
Linda Marlene Eales,4115
Linda Marlene Eales,4115
Andy Mitchell,4115
Ron Black,4115
Andy Mitchell,4115
Ron Black,4115
Linda Marlene Eales,4115
ABSTAIN,4115
ABSTAIN,4115
Andy Mitchell,4115
ABSTAIN,4115
Linda Marlene Eales,4115
Ron Black,4115
Ron Black,4115
ABSTAIN,4115
ABSTAIN,4115
ABSTAIN,4115
Ron Black,4115
Linda Marlene Eales,4114
ABSTAIN,4114
ABSTAIN,4114
Andy Mitchell,4114
Andy Mitchell,4114
Andy Mitchell,4114
Andy Mitchell,4114
Andy Mitchell,4114
ABSTAIN,4114
Linda Marlene Eales,4114
Ron Black,4114
Andy Mitchell,4114
Linda Marlene Eales,4114
ABSTAIN,4113
ABSTAIN,4113
Ron Black,4113
ABSTAIN,4113
Linda Marlene Eales,4113
Ron Black,4113
Linda Marlene Eales,4113
ABSTAIN,4113
Andy Mitchell,4113
Ron Black,4113
Ron Black,4113
Ron Black,4113
Linda Marlene Eales,4113
ABSTAIN,4113
Linda Marlene Eales,4113
Andy Mitchell,4113
Andy Mitchell,4113
ABSTAIN,4113
ABSTAIN,4113
Ron Black,4113
Andy Mitchell,4113
Ron Black,4112
Andy Mitchell,4112
Ron Black,4112
Linda Marlene Eales,4112
Linda Marlene Eales,4112
Linda Marlene Eales,4112
Andy Mitchell,4112
Linda Marlene Eales,4112
Ron Black,4112
ABSTAIN,4112
ABSTAIN,4112
Linda Marlene Eales,4112
ABSTAIN,4112
Ron Black,4112
Ron Black,4111
Andy Mitchell,4111
ABSTAIN,4111
ABSTAIN,4111
Andy Mitchell,4111
ABSTAIN,4111
Ron Black,4111
ABSTAIN,4111
Ron Black,4111
Ron Black,4111
ABSTAIN,4111
Andy Mitchell,4111
Linda Marlene Eales,4111
Ron Black,4111
ABSTAIN,4111
Ron Black,4110
Ron Black,4110
ABSTAIN,4110
Andy Mitchell,4110
Linda Marlene Eales,4110
Andy Mitchell,4110
Linda Marlene Eales,4110
ABSTAIN,4110
ABSTAIN,4110
Andy Mitchell,4110
Andy Mitchell,4110
ABSTAIN,4110
Ron Black,4110
Linda Marlene Eales,4110
Ron Black,4110
ABSTAIN,4109
ABSTAIN,4109
Andy Mitchell,4109
Andy Mitchell,4109
Andy Mitchell,4109
Ron Black,4109
Linda Marlene Eales,4109
ABSTAIN,4109
ABSTAIN,4109
Linda Marlene Eales,4109
Andy Mitchell,4109
Ron Black,4109
Linda Marlene Eales,4109
Ron Black,4109
Ron Black,4109
Andy Mitchell,4109
ABSTAIN,4109
ABSTAIN,4109
Andy Mitchell,4108
ABSTAIN,4108
Linda Marlene Eales,4108
ABSTAIN,4108
Andy Mitchell,4108
Linda Marlene Eales,4108
Andy Mitchell,4108
ABSTAIN,4108
Linda Marlene Eales,4108
Ron Black,4108
Andy Mitchell,4108
ABSTAIN,4108
Ron Black,4108
Ron Black,4108
ABSTAIN,4107
Linda Marlene Eales,4107
ABSTAIN,4107
Ron Black,4107
Ron Black,4107
ABSTAIN,4107
Linda Marlene Eales,4107
Linda Marlene Eales,4107
Linda Marlene Eales,4107
ABSTAIN,4107
Ron Black,4107
ABSTAIN,4107
ABSTAIN,4107
Ron Black,4107
ABSTAIN,4107
ABSTAIN,4107
Andy Mitchell,4106
ABSTAIN,4106
Linda Marlene Eales,4106
ABSTAIN,4106
ABSTAIN,4106
Ron Black,4106
ABSTAIN,4106
Linda Marlene Eales,4106
ABSTAIN,4106
Ron Black,4106
Linda Marlene Eales,4106
Ron Black,4106
Linda Marlene Eales,4106
Linda Marlene Eales,4105
Linda Marlene Eales,4105
Ron Black,4105
ABSTAIN,4105
Linda Marlene Eales,4105
Linda Marlene Eales,4105
Linda Marlene Eales,4105
ABSTAIN,4105
ABSTAIN,4105
Andy Mitchell,4105
Linda Marlene Eales,4105
Linda Marlene Eales,4105
Linda Marlene Eales,4105
Andy Mitchell,4105
Linda Marlene Eales,4104
Andy Mitchell,4104
Andy Mitchell,4104
Linda Marlene Eales,4104
Andy Mitchell,4104
Linda Marlene Eales,4104
Linda Marlene Eales,4104
ABSTAIN,4104
ABSTAIN,4104
Linda Marlene Eales,4104
Andy Mitchell,4104
Ron Black,4104
Andy Mitchell,4104
Andy Mitchell,4104
Ron Black,4104
ABSTAIN,4104
Linda Marlene Eales,4103
Andy Mitchell,4103
Andy Mitchell,4103
Andy Mitchell,4103
Ron Black,4103
ABSTAIN,4103
Ron Black,4103
Andy Mitchell,4103
ABSTAIN,4103
Andy Mitchell,4103
Linda Marlene Eales,4103
ABSTAIN,4103
Andy Mitchell,4103
Andy Mitchell,4103
Linda Marlene Eales,4102
Ron Black,4102
ABSTAIN,4102
Linda Marlene Eales,4102
Andy Mitchell,4102
Ron Black,4102
Linda Marlene Eales,4102
Andy Mitchell,4102
Ron Black,4102
Ron Black,4102
Andy Mitchell,4102
Linda Marlene Eales,4102
Linda Marlene Eales,4102
Ron Black,4102
ABSTAIN,4101
Linda Marlene Eales,4101
ABSTAIN,4101
Ron Black,4101
Andy Mitchell,4101
Andy Mitchell,4101
ABSTAIN,4101
Ron Black,4101
Linda Marlene Eales,4101
Andy Mitchell,4101
ABSTAIN,4101
Andy Mitchell,4101
Linda Marlene Eales,4101
ABSTAIN,4101
Linda Marlene Eales,4101
ABSTAIN,4101
Linda Marlene Eales,4101
Andy Mitchell,4101
Ron Black,4101
ABSTAIN,4101
ABSTAIN,4101
Ron Black,4101
Andy Mitchell,4101
ABSTAIN,4100
Andy Mitchell,4100
ABSTAIN,4100
Ron Black,4100
ABSTAIN,4100
Andy Mitchell,4100
ABSTAIN,4100
Linda Marlene Eales,4100
Linda Marlene Eales,4100
ABSTAIN,4100
Linda Marlene Eales,4100
ABSTAIN,4100
Ron Black,4100
Linda Marlene Eales,4100
ABSTAIN,4100
Linda Marlene Eales,4100
Andy Mitchell,4100
ABSTAIN,4100
Andy Mitchell,4100
ABSTAIN,4100
Andy Mitchell,4100
ABSTAIN,4100
ABSTAIN,4100
ABSTAIN,4100
ABSTAIN,4099
Andy Mitchell,4099
Andy Mitchell,4099
Ron Black,4099
ABSTAIN,4099
Linda Marlene Eales,4099
Ron Black,4099
Ron Black,4099
ABSTAIN,4098
Ron Black,4098
Andy Mitchell,4098
Andy Mitchell,4098
Linda Marlene Eales,4098
Andy Mitchell,4098
ABSTAIN,4098
ABSTAIN,4098
Andy Mitchell,4098
Andy Mitchell,4098
Ron Black,4098
Andy Mitchell,4098
Linda Marlene Eales,4098
ABSTAIN,4097
Andy Mitchell,4097
Andy Mitchell,4097
Linda Marlene Eales,4097
Andy Mitchell,4097
Ron Black,4097
Ron Black,4097
Andy Mitchell,4097
Linda Marlene Eales,4097
Andy Mitchell,4097
Linda Marlene Eales,4097
Ron Black,4097
Ron Black,4097
Andy Mitchell,4097
ABSTAIN,4097
Andy Mitchell,4097
Ron Black,4097
Ron Black,4097
ABSTAIN,4097
ABSTAIN,4096
Ron Black,4096
Andy Mitchell,4096
Ron Black,4096
Andy Mitchell,4096
ABSTAIN,4096
Linda Marlene Eales,4096
Andy Mitchell,4096
Linda Marlene Eales,4096
ABSTAIN,4096
Linda Marlene Eales,4096
ABSTAIN,4096
ABSTAIN,4096
Ron Black,4096
Ron Black,4096
Ron Black,4096
Linda Marlene Eales,4095
Andy Mitchell,4095
Andy Mitchell,4095
Andy Mitchell,4095
Linda Marlene Eales,4095
Andy Mitchell,4095
ABSTAIN,4095
Andy Mitchell,4095
ABSTAIN,4095
Linda Marlene Eales,4095
ABSTAIN,4095
Ron Black,4095
Linda Marlene Eales,4095
Linda Marlene Eales,4095
ABSTAIN,4095
Ron Black,4095
Linda Marlene Eales,4095
Ron Black,4095
ABSTAIN,4095
Ron Black,4095
Linda Marlene Eales,4094
ABSTAIN,4094
Linda Marlene Eales,4094
Ron Black,4094
Linda Marlene Eales,4094
Andy Mitchell,4094
Ron Black,4094
ABSTAIN,4094
Linda Marlene Eales,4094
ABSTAIN,4094
Andy Mitchell,4094
Andy Mitchell,4094
ABSTAIN,4094
ABSTAIN,4094
Linda Marlene Eales,4094
Ron Black,4094
Ron Black,4093
ABSTAIN,4093
ABSTAIN,4093
Andy Mitchell,4093
Andy Mitchell,4093
ABSTAIN,4093
ABSTAIN,4093
ABSTAIN,4093
Ron Black,4093
Linda Marlene Eales,4093
Linda Marlene Eales,4093
ABSTAIN,4093
Ron Black,4093
Linda Marlene Eales,4093
Ron Black,4093
ABSTAIN,4093
ABSTAIN,4092
Linda Marlene Eales,4092
ABSTAIN,4092
Andy Mitchell,4092
Ron Black,4092
Ron Black,4092
Linda Marlene Eales,4092
Ron Black,4092
Linda Marlene Eales,4092
ABSTAIN,4092
Andy Mitchell,4092
Linda Marlene Eales,4092
Ron Black,4092
Linda Marlene Eales,4092
Andy Mitchell,4092
ABSTAIN,4092
ABSTAIN,4092
Andy Mitchell,4092
Linda Marlene Eales,4092
Andy Mitchell,4092
ABSTAIN,4092
Linda Marlene Eales,4092
Andy Mitchell,4091
Ron Black,4091
Linda Marlene Eales,4091
Linda Marlene Eales,4091
ABSTAIN,4091
Andy Mitchell,4091
Andy Mitchell,4091
Linda Marlene Eales,4091
Linda Marlene Eales,4091
ABSTAIN,4091
Linda Marlene Eales,4091
Andy Mitchell,4091
Andy Mitchell,4091
Andy Mitchell,4091
ABSTAIN,4091
Linda Marlene Eales,4091
Ron Black,4091
ABSTAIN,4091
Linda Marlene Eales,4091
Andy Mitchell,4091
ABSTAIN,4091
Ron Black,4091
ABSTAIN,4090
Ron Black,4090
Ron Black,4090
Andy Mitchell,4090
Ron Black,4090
Ron Black,4090
Andy Mitchell,4090
ABSTAIN,4090
Linda Marlene Eales,4090
Linda Marlene Eales,4090
Ron Black,4090
ABSTAIN,4090
Ron Black,4090
ABSTAIN,4090
ABSTAIN,4090
Linda Marlene Eales,4090
Linda Marlene Eales,4090
Linda Marlene Eales,4089
Linda Marlene Eales,4089
Andy Mitchell,4089
Linda Marlene Eales,4089
Andy Mitchell,4089
Ron Black,4089
ABSTAIN,4089
Ron Black,4089
Ron Black,4089
Linda Marlene Eales,4089
Linda Marlene Eales,4089
Linda Marlene Eales,4089
Linda Marlene Eales,4089
Ron Black,4089
Linda Marlene Eales,4089
Linda Marlene Eales,4089
Andy Mitchell,4089
Ron Black,4089
Ron Black,4088
ABSTAIN,4088
Andy Mitchell,4088
ABSTAIN,4088
Andy Mitchell,4088
Linda Marlene Eales,4088
ABSTAIN,4088
ABSTAIN,4088
Linda Marlene Eales,4088
Ron Black,4088
Linda Marlene Eales,4088
Andy Mitchell,4088
ABSTAIN,4088
Linda Marlene Eales,4088
Linda Marlene Eales,4088
ABSTAIN,4088
ABSTAIN,4088
ABSTAIN,4087
Andy Mitchell,4087
Linda Marlene Eales,4087
Andy Mitchell,4087
ABSTAIN,4087
Andy Mitchell,4087
Linda Marlene Eales,4087
Andy Mitchell,4087
ABSTAIN,4087
Ron Black,4087
Linda Marlene Eales,4087
Ron Black,4087
Linda Marlene Eales,4087
ABSTAIN,4087
Linda Marlene Eales,4087
Ron Black,4087
Ron Black,4087
ABSTAIN,4087
Linda Marlene Eales,4086
ABSTAIN,4086
Linda Marlene Eales,4086
Linda Marlene Eales,4086
Linda Marlene Eales,4086
Andy Mitchell,4086
Linda Marlene Eales,4086
Linda Marlene Eales,4086
Ron Black,4086
Linda Marlene Eales,4086
Andy Mitchell,4086
ABSTAIN,4086
ABSTAIN,4086
Ron Black,4086
Linda Marlene Eales,4086
Ron Black,4086
ABSTAIN,4086
Ron Black,4086
Andy Mitchell,4085
Andy Mitchell,4085
Ron Black,4085
ABSTAIN,4085
Ron Black,4085
Linda Marlene Eales,4085
ABSTAIN,4085
Linda Marlene Eales,4085
Ron Black,4085
Ron Black,4085
Ron Black,4085
Linda Marlene Eales,4085
ABSTAIN,4085
Ron Black,4084
Ron Black,4084
Ron Black,4084
Andy Mitchell,4084
ABSTAIN,4084
Linda Marlene Eales,4084
Linda Marlene Eales,4084
Andy Mitchell,4084
Andy Mitchell,4084
Andy Mitchell,4084
ABSTAIN,4084
Andy Mitchell,4084
Linda Marlene Eales,4084
Andy Mitchell,4084
Ron Black,4084
Ron Black,4084
Linda Marlene Eales,4084
Linda Marlene Eales,4083
Ron Black,4083
Ron Black,4083
ABSTAIN,4083
Ron Black,4083
Ron Black,4083
Linda Marlene Eales,4083
Andy Mitchell,4083
Linda Marlene Eales,4083
Andy Mitchell,4083
Linda Marlene Eales,4083
Ron Black,4083
ABSTAIN,4083
Ron Black,4083
Ron Black,4083
Andy Mitchell,4083
ABSTAIN,4083
Andy Mitchell,4083
Andy Mitchell,4082
Andy Mitchell,4082
Andy Mitchell,4082
ABSTAIN,4082
Linda Marlene Eales,4082
Ron Black,4082
Ron Black,4082
ABSTAIN,4082
Linda Marlene Eales,4082
ABSTAIN,4082
ABSTAIN,4082
ABSTAIN,4082
ABSTAIN,4082
Linda Marlene Eales,4082
Andy Mitchell,4082
Ron Black,4082
Andy Mitchell,4082
Andy Mitchell,4082
Ron Black,4082
ABSTAIN,4082
Andy Mitchell,4082
ABSTAIN,4082
ABSTAIN,4082
Linda Marlene Eales,4082
Andy Mitchell,4082
ABSTAIN,4082
Linda Marlene Eales,4082
Andy Mitchell,4082
Andy Mitchell,4082
Linda Marlene Eales,4081
Andy Mitchell,4081
Andy Mitchell,4081
Linda Marlene Eales,4081
Andy Mitchell,4081
Linda Marlene Eales,4081
Andy Mitchell,4081
Andy Mitchell,4081
Ron Black,4081
Ron Black,4081
Andy Mitchell,4081
ABSTAIN,4081
Ron Black,4081
Linda Marlene Eales,4081
Ron Black,4081
Andy Mitchell,4081
Andy Mitchell,4081
Andy Mitchell,4081
Ron Black,4081
Andy Mitchell,4081
Ron Black,4080
Andy Mitchell,4080
Ron Black,4080
Ron Black,4080
ABSTAIN,4080
ABSTAIN,4080
Andy Mitchell,4080
Linda Marlene Eales,4080
Ron Black,4080
Andy Mitchell,4080
Linda Marlene Eales,4080
Linda Marlene Eales,4080
Ron Black,4080
Ron Black,4080
Linda Marlene Eales,4080
ABSTAIN,4079
Linda Marlene Eales,4079
ABSTAIN,4079
Andy Mitchell,4079
Linda Marlene Eales,4079
Ron Black,4079
Andy Mitchell,4079
ABSTAIN,4079
ABSTAIN,4079
Linda Marlene Eales,4079
Andy Mitchell,4079
Andy Mitchell,4079
ABSTAIN,4079
Ron Black,4079
Andy Mitchell,4079
Linda Marlene Eales,4078
Linda Marlene Eales,4078
Linda Marlene Eales,4078
Andy Mitchell,4078
Andy Mitchell,4078
Andy Mitchell,4078
Ron Black,4078
Linda Marlene Eales,4078
Ron Black,4078
Linda Marlene Eales,4078
ABSTAIN,4078
Linda Marlene Eales,4078
Ron Black,4078
Ron Black,4078
Ron Black,4078
Linda Marlene Eales,4078
ABSTAIN,4078
Linda Marlene Eales,4078
Ron Black,4078
ABSTAIN,4077
ABSTAIN,4077
Linda Marlene Eales,4077
Linda Marlene Eales,4077
Ron Black,4077
Andy Mitchell,4077
Andy Mitchell,4077
ABSTAIN,4077
Andy Mitchell,4077
Linda Marlene Eales,4077
Andy Mitchell,4077
Linda Marlene Eales,4077
Andy Mitchell,4077
Linda Marlene Eales,4077
ABSTAIN,4077
Linda Marlene Eales,4077
ABSTAIN,4077
ABSTAIN,4076
Andy Mitchell,4076
Andy Mitchell,4076
Andy Mitchell,4076
Ron Black,4076
Linda Marlene Eales,4076
Andy Mitchell,4076
Ron Black,4076
ABSTAIN,4076
Andy Mitchell,4076
Andy Mitchell,4076
Linda Marlene Eales,4076
Ron Black,4076
Ron Black,4076
Andy Mitchell,4076
Linda Marlene Eales,4076
Linda Marlene Eales,4076
Ron Black,4075
Andy Mitchell,4075
ABSTAIN,4075
Linda Marlene Eales,4075
Andy Mitchell,4075
ABSTAIN,4075
ABSTAIN,4075
Linda Marlene Eales,4075
Andy Mitchell,4075
ABSTAIN,4075
Andy Mitchell,4075
ABSTAIN,4074
Andy Mitchell,4074
ABSTAIN,4074
ABSTAIN,4074
Linda Marlene Eales,4074
Linda Marlene Eales,4074
Linda Marlene Eales,4074
Linda Marlene Eales,4074
Andy Mitchell,4074
Andy Mitchell,4074
ABSTAIN,4074
ABSTAIN,4073
Andy Mitchell,4073
Linda Marlene Eales,4073
ABSTAIN,4073
Ron Black,4073
Andy Mitchell,4073
ABSTAIN,4073
Ron Black,4073
Andy Mitchell,4072
Linda Marlene Eales,4072
Andy Mitchell,4072
Linda Marlene Eales,4072
Andy Mitchell,4072
Andy Mitchell,4072
ABSTAIN,4072
ABSTAIN,4072
ABSTAIN,4072
Linda Marlene Eales,4072
ABSTAIN,4072
Ron Black,4072
Andy Mitchell,4072
Linda Marlene Eales,4072
Ron Black,4072
Linda Marlene Eales,4072
Andy Mitchell,4072
ABSTAIN,4072
Andy Mitchell,4071
Andy Mitchell,4071
Ron Black,4071
Ron Black,4071
Linda Marlene Eales,4071
Andy Mitchell,4071
ABSTAIN,4071
ABSTAIN,4071
Andy Mitchell,4071
ABSTAIN,4071
Linda Marlene Eales,4071
Andy Mitchell,4071
Ron Black,4071
Ron Black,4071
Ron Black,4071
Linda Marlene Eales,4071
Ron Black,4071
Ron Black,4071
Ron Black,4070
ABSTAIN,4070
ABSTAIN,4070
Ron Black,4070
Linda Marlene Eales,4070
Linda Marlene Eales,4070
ABSTAIN,4070
Ron Black,4070
Andy Mitchell,4070
Andy Mitchell,4070
Linda Marlene Eales,4070
Andy Mitchell,4070
Andy Mitchell,4070
Andy Mitchell,4070
Andy Mitchell,4069
Andy Mitchell,4069
ABSTAIN,4069
Linda Marlene Eales,4069
Andy Mitchell,4069
Linda Marlene Eales,4069
Ron Black,4069
Ron Black,4069
Ron Black,4069
Linda Marlene Eales,4069
Ron Black,4069
Andy Mitchell,4069
Linda Marlene Eales,4069
ABSTAIN,4069
ABSTAIN,4069
Ron Black,4069
Linda Marlene Eales,4069
Linda Marlene Eales,4069
Ron Black,4069
Andy Mitchell,4069
Ron Black,4069
Linda Marlene Eales,4069
ABSTAIN,4069
Andy Mitchell,4069
Linda Marlene Eales,4068
Andy Mitchell,4068
ABSTAIN,4068
Ron Black,4068
ABSTAIN,4068
Linda Marlene Eales,4068
ABSTAIN,4068
Ron Black,4068
Ron Black,4068
Andy Mitchell,4068
ABSTAIN,4068
ABSTAIN,4068
Andy Mitchell,4068
Andy Mitchell,4068
ABSTAIN,4067
ABSTAIN,4067
ABSTAIN,4067
ABSTAIN,4067
ABSTAIN,4067
Andy Mitchell,4067
Ron Black,4067
ABSTAIN,4067
ABSTAIN,4067
Ron Black,4067
Ron Black,4066
Linda Marlene Eales,4066
Ron Black,4066
Andy Mitchell,4066
Linda Marlene Eales,4066
ABSTAIN,4066
Andy Mitchell,4066
Linda Marlene Eales,4066
Andy Mitchell,4066
Linda Marlene Eales,4066
Ron Black,4066
Andy Mitchell,4065
Andy Mitchell,4065
ABSTAIN,4065
Andy Mitchell,4065
Linda Marlene Eales,4065
ABSTAIN,4065
Ron Black,4065
Linda Marlene Eales,4065
Andy Mitchell,4065
Linda Marlene Eales,4065
Linda Marlene Eales,4065
ABSTAIN,4065
Ron Black,4064
Ron Black,4064
ABSTAIN,4064
Ron Black,4064
Ron Black,4064
ABSTAIN,4064
Ron Black,4064
Ron Black,4064
Andy Mitchell,4064
Linda Marlene Eales,4064
Ron Black,4064
Andy Mitchell,4064
ABSTAIN,4064
Ron Black,4064
ABSTAIN,4063
ABSTAIN,4063
Ron Black,4063
Linda Marlene Eales,4063
ABSTAIN,4063
Ron Black,4063
Linda Marlene Eales,4063
Andy Mitchell,4063
Ron Black,4063
Andy Mitchell,4063
Ron Black,4062
ABSTAIN,4062
Linda Marlene Eales,4062
Linda Marlene Eales,4062
ABSTAIN,4062
Ron Black,4062
ABSTAIN,4062
Linda Marlene Eales,4062
Linda Marlene Eales,4062
Linda Marlene Eales,4062
Linda Marlene Eales,4062
ABSTAIN,4062
Andy Mitchell,4062
Ron Black,4062
ABSTAIN,4062
Ron Black,4062
Andy Mitchell,4062
Linda Marlene Eales,4062
Ron Black,4062
Linda Marlene Eales,4061
Ron Black,4061
Linda Marlene Eales,4061
ABSTAIN,4061
Linda Marlene Eales,4061
Andy Mitchell,4061
Ron Black,4061
Ron Black,4061
Andy Mitchell,4061
Linda Marlene Eales,4061
Andy Mitchell,4061
ABSTAIN,4060
ABSTAIN,4060
Linda Marlene Eales,4060
Ron Black,4060
Andy Mitchell,4060
Ron Black,4060
Andy Mitchell,4060
ABSTAIN,4060
Ron Black,4060
Andy Mitchell,4060
Linda Marlene Eales,4060
ABSTAIN,4060
ABSTAIN,4059
Andy Mitchell,4059
Ron Black,4059
ABSTAIN,4059
Ron Black,4059
Andy Mitchell,4059
Andy Mitchell,4059
ABSTAIN,4059
Linda Marlene Eales,4059
Ron Black,4059
Ron Black,4059
Linda Marlene Eales,4059
ABSTAIN,4059
Ron Black,4059
Ron Black,4059
Ron Black,4058
Andy Mitchell,4058
ABSTAIN,4058
Ron Black,4058
Ron Black,4058
