mayor,byte_length
OTHER,4402
Linda Marlene Eales,4813
OTHER,5075
OTHER,4922
Andy Mitchell,4192
OTHER,4569
Linda Marlene Eales,4237
Linda Marlene Eales,3602
Andy Mitchell,3831
Linda Marlene Eales,4809
Linda Marlene Eales,3755
OTHER,4520
Ron Black,3761
Linda Marlene Eales,4894
OTHER,4476
Ron Black,4207
Ron Black,5049
Andy Mitchell,4105
Ron Black,3816
Linda Marlene Eales,5002
Ron Black,3413
OTHER,3957
OTHER,5243
OTHER,5104
OTHER,3554
Andy Mitchell,3364
Andy Mitchell,4667
Ron Black,4574
OTHER,3549
Andy Mitchell,4632
Andy Mitchell,3679
Ron Black,4178
OTHER,4535
Andy Mitchell,3812
Andy Mitchell,4111
OTHER,4944
Andy Mitchell,5165
Linda Marlene Eales,3570
Linda Marlene Eales,4648
OTHER,3790
OTHER,4380
Linda Marlene Eales,4161
OTHER,5182
Ron Black,4369
OTHER,4394
Andy Mitchell,4754
Linda Marlene Eales,4423
Linda Marlene Eales,3906
Andy Mitchell,4571
Andy Mitchell,4971
Linda Marlene Eales,3989
Andy Mitchell,4860
Ron Black,3986
Ron Black,3545
Ron Black,3410
Ron Black,4541
OTHER,5000
Ron Black,5022
Andy Mitchell,4255
OTHER,5121
OTHER,4376
Ron Black,4373
OTHER,4233
Ron Black,4620
Linda Marlene Eales,5154
Andy Mitchell,4041
Linda Marlene Eales,4254
OTHER,4528
OTHER,3617
OTHER,4005
Andy Mitchell,3517
Linda Marlene Eales,4257
OTHER,5171
Andy Mitchell,5237
OTHER,3730
Ron Black,5341
OTHER,4342
Andy Mitchell,5176
Ron Black,5205
Andy Mitchell,4536
Linda Marlene Eales,3661
Ron Black,4184
Linda Marlene Eales,4555
Linda Marlene Eales,4569
Linda Marlene Eales,4001
OTHER,3670
OTHER,3942
Ron Black,4311
Andy Mitchell,3898
Andy Mitchell,4897
Andy Mitchell,4091
Andy Mitchell,3666
Linda Marlene Eales,3710
Ron Black,4824
Linda Marlene Eales,3523
OTHER,3417
Ron Black,5320
Linda Marlene Eales,4623
OTHER,5177
Andy Mitchell,4716
Andy Mitchell,4654
Andy Mitchell,3411
Andy Mitchell,3690
OTHER,4983
Andy Mitchell,4060
Andy Mitchell,3833
OTHER,4949
OTHER,3868
Ron Black,3524
Linda Marlene Eales,4588
Andy Mitchell,5256
Linda Marlene Eales,5108
Linda Marlene Eales,4547
Linda Marlene Eales,4025
OTHER,4423
Andy Mitchell,3739
Ron Black,5254
OTHER,4134
Andy Mitchell,5211
Linda Marlene Eales,3912
Ron Black,4723
Linda Marlene Eales,3397
OTHER,3748
OTHER,3721
OTHER,4352
Linda Marlene Eales,4106
OTHER,3921
Ron Black,4280
OTHER,5046
Ron Black,4456
Linda Marlene Eales,4198
OTHER,3343
Andy Mitchell,4063
Andy Mitchell,5075
Linda Marlene Eales,5178
Andy Mitchell,5291
OTHER,3796
OTHER,3337
Andy Mitchell,3368
Andy Mitchell,4562
Andy Mitchell,3591
Ron Black,4957
OTHER,3381
Andy Mitchell,3999
OTHER,4205
Ron Black,4791
Ron Black,3956
OTHER,4679
OTHER,4971
OTHER,4482
Andy Mitchell,5229
OTHER,5140
Ron Black,4458
Ron Black,4170
Linda Marlene Eales,4847
Linda Marlene Eales,3909
Linda Marlene Eales,4268
Ron Black,3596
OTHER,3444
OTHER,4734
Andy Mitchell,3436
OTHER,4229
Linda Marlene Eales,5115
Linda Marlene Eales,4860
OTHER,5237
Ron Black,4531
Andy Mitchell,3903
OTHER,4337
Ron Black,3758
Linda Marlene Eales,3918
Andy Mitchell,3974
Andy Mitchell,4029
OTHER,3729
Ron Black,4177
Ron Black,5238
Linda Marlene Eales,4041
Linda Marlene Eales,5046
Ron Black,5003
Ron Black,4545
Ron Black,5235
OTHER,4548
Ron Black,3613
Linda Marlene Eales,3915
Linda Marlene Eales,4976
Linda Marlene Eales,3855
Linda Marlene Eales,4885
Linda Marlene Eales,3536
Andy Mitchell,3722
OTHER,4205
Ron Black,4033
OTHER,3855
Ron Black,3813
Linda Marlene Eales,5291
Andy Mitchell,3491
OTHER,3955
OTHER,4987
Andy Mitchell,3560
Andy Mitchell,4836
Andy Mitchell,3701
Ron Black,5056
Linda Marlene Eales,3568
Andy Mitchell,3855
Ron Black,4406
Ron Black,4263
Andy Mitchell,4957
Andy Mitchell,5028
Andy Mitchell,4041
Linda Marlene Eales,4856
Ron Black,4682
Ron Black,4647
Linda Marlene Eales,5192
Ron Black,4160
OTHER,3757
Andy Mitchell,5093
Andy Mitchell,3645
OTHER,4457
OTHER,4862
Ron Black,4487
Ron Black,5117
OTHER,3402
Ron Black,4132
Linda Marlene Eales,4598
Andy Mitchell,5123
Andy Mitchell,4310
OTHER,3794
Andy Mitchell,4415
Andy Mitchell,4702
OTHER,5323
Ron Black,4467
Linda Marlene Eales,4972
Linda Marlene Eales,5316
Ron Black,3993
Ron Black,4577
Andy Mitchell,5337
Linda Marlene Eales,4813
OTHER,4230
OTHER,4465
Linda Marlene Eales,4604
Ron Black,5327
Andy Mitchell,5052
Ron Black,3465
Ron Black,4876
OTHER,3592
Andy Mitchell,3377
Ron Black,4024
Ron Black,3724
Andy Mitchell,3625
Ron Black,4494
Ron Black,4355
OTHER,4617
OTHER,3549
Linda Marlene Eales,4160
Linda Marlene Eales,4323
Ron Black,4131
Ron Black,3554
Linda Marlene Eales,3555
OTHER,4282
OTHER,3833
Ron Black,5307
Andy Mitchell,4457
Ron Black,4385
Linda Marlene Eales,5284
OTHER,5088
Andy Mitchell,4466
Linda Marlene Eales,4611
Linda Marlene Eales,4607
Andy Mitchell,3962
OTHER,3977
Andy Mitchell,4320
OTHER,5173
Ron Black,3630
Linda Marlene Eales,3717
OTHER,3862
Ron Black,4797
Linda Marlene Eales,3891
OTHER,4840
Ron Black,5039
Ron Black,4792
Ron Black,4722
Andy Mitchell,4562
Andy Mitchell,4101
Linda Marlene Eales,3716
Ron Black,3606
OTHER,4589
Ron Black,3845
OTHER,4027
Ron Black,4852
Ron Black,4238
Linda Marlene Eales,4460
Ron Black,3402
OTHER,3816
OTHER,4600
Ron Black,4755
Andy Mitchell,4561
Andy Mitchell,5089
OTHER,4354
OTHER,5203
OTHER,3406
OTHER,5104
Ron Black,3370
Ron Black,4195
Linda Marlene Eales,3961
Linda Marlene Eales,3867
Ron Black,5309
Andy Mitchell,4883
OTHER,5020
OTHER,3689
Ron Black,4789
Linda Marlene Eales,3980
Andy Mitchell,3983
OTHER,4347
Andy Mitchell,5129
OTHER,5292
Ron Black,4562
Linda Marlene Eales,4914
OTHER,4254
Ron Black,4512
Linda Marlene Eales,5122
OTHER,4645
Ron Black,4624
Ron Black,5014
Linda Marlene Eales,5346
Linda Marlene Eales,4884
Andy Mitchell,3704
Linda Marlene Eales,5346
Linda Marlene Eales,3463
Ron Black,4726
Ron Black,5166
OTHER,4322
OTHER,3714
Andy Mitchell,3356
OTHER,4475
OTHER,4209
OTHER,4241
Ron Black,4805
Linda Marlene Eales,4400
Linda Marlene Eales,3887
Ron Black,5152
OTHER,3365
Ron Black,4955
Linda Marlene Eales,5148
OTHER,4589
Ron Black,4170
OTHER,4917
Andy Mitchell,3500
Andy Mitchell,4488
OTHER,4844
Andy Mitchell,4275
Ron Black,3742
OTHER,4172
Ron Black,3472
Ron Black,4674
Ron Black,3950
Linda Marlene Eales,4510
OTHER,4789
Andy Mitchell,5066
OTHER,5259
OTHER,4369
Linda Marlene Eales,4660
OTHER,4483
Linda Marlene Eales,3611
Andy Mitchell,3972
Ron Black,4398
Andy Mitchell,4097
Andy Mitchell,3853
Andy Mitchell,4189
OTHER,4039
Linda Marlene Eales,4546
Ron Black,4806
Ron Black,3399
Ron Black,3499
Linda Marlene Eales,4203
Andy Mitchell,3436
OTHER,3909
Ron Black,5223
Andy Mitchell,4687
Linda Marlene Eales,4389
Ron Black,4766
Linda Marlene Eales,4495
Andy Mitchell,4580
Andy Mitchell,4023
OTHER,3482
Andy Mitchell,4206
Andy Mitchell,3897
OTHER,4807
Linda Marlene Eales,3487
OTHER,3803
OTHER,3701
OTHER,4306
Linda Marlene Eales,4796
Andy Mitchell,4757
Andy Mitchell,5111
OTHER,4645
Ron Black,5158
Ron Black,5013
Ron Black,4054
Ron Black,4301
Linda Marlene Eales,3874
Linda Marlene Eales,5203
Linda Marlene Eales,4559
Linda Marlene Eales,3531
Andy Mitchell,4935
Ron Black,4218
Linda Marlene Eales,5129
Linda Marlene Eales,3920
OTHER,5106
Andy Mitchell,4571
Andy Mitchell,4577
Linda Marlene Eales,4905
OTHER,4660
OTHER,4217
OTHER,4424
Andy Mitchell,4449
OTHER,3837
Andy Mitchell,5236
Linda Marlene Eales,3735
Ron Black,3415
OTHER,5295
Ron Black,4678
OTHER,4911
Ron Black,4214
OTHER,3886
OTHER,5248
Ron Black,3575
Ron Black,3397
Ron Black,3352
Ron Black,5068
Linda Marlene Eales,3529
OTHER,4451
Andy Mitchell,4156
Ron Black,4935
Ron Black,4301
Linda Marlene Eales,4072
OTHER,4869
OTHER,4562
Ron Black,4678
OTHER,3701
Andy Mitchell,4112
Linda Marlene Eales,5319
Linda Marlene Eales,4719
OTHER,5246
OTHER,3370
Andy Mitchell,4097
Andy Mitchell,4149
Ron Black,5229
Ron Black,5115
Linda Marlene Eales,5219
Andy Mitchell,5219
Andy Mitchell,3464
Andy Mitchell,5347
Andy Mitchell,4735
OTHER,4981
OTHER,4233
Ron Black,3883
Linda Marlene Eales,3371
Linda Marlene Eales,5194
Ron Black,3523
Linda Marlene Eales,4655
Ron Black,4379
Linda Marlene Eales,3879
OTHER,3376
Linda Marlene Eales,4967
OTHER,4501
OTHER,5267
Linda Marlene Eales,4160
Ron Black,4807
OTHER,3691
OTHER,5151
Linda Marlene Eales,5235
Linda Marlene Eales,3544
Linda Marlene Eales,3780
Andy Mitchell,3882
OTHER,5092
Andy Mitchell,4138
Andy Mitchell,4454
Andy Mitchell,4292
Linda Marlene Eales,3504
Ron Black,4569
Andy Mitchell,3723
OTHER,4887
Ron Black,3512
Ron Black,4091
Ron Black,4824
Ron Black,4835
OTHER,4699
Ron Black,4980
Ron Black,5155
OTHER,3472
Andy Mitchell,4152
Andy Mitchell,3838
Andy Mitchell,3876
OTHER,3421
Linda Marlene Eales,5182
Ron Black,3923
Linda Marlene Eales,4154
Andy Mitchell,3702
Andy Mitchell,4863
Linda Marlene Eales,4223
OTHER,3556
Linda Marlene Eales,3718
Andy Mitchell,5236
Ron Black,3532
OTHER,3912
OTHER,4128
Linda Marlene Eales,4031
Ron Black,3867
Andy Mitchell,5250
Ron Black,4211
Andy Mitchell,4370
OTHER,4152
Linda Marlene Eales,3371
Ron Black,4161
Linda Marlene Eales,4636
Ron Black,4566
Andy Mitchell,3620
Andy Mitchell,3737
Ron Black,4063
Linda Marlene Eales,5333
Andy Mitchell,4496
Ron Black,3825
Andy Mitchell,4888
Ron Black,4156
Andy Mitchell,5297
Ron Black,3658
OTHER,3523
OTHER,4623
Ron Black,4189
Linda Marlene Eales,4659
Ron Black,4051
Linda Marlene Eales,4281
OTHER,4542
Linda Marlene Eales,3858
Ron Black,3722
Andy Mitchell,5097
Andy Mitchell,4624
Ron Black,3645
Ron Black,3902
Linda Marlene Eales,4808
Andy Mitchell,3398
Andy Mitchell,5181
Linda Marlene Eales,3865
Andy Mitchell,3922
OTHER,3983
OTHER,3555
Ron Black,5032
OTHER,3894
Andy Mitchell,4641
Linda Marlene Eales,5146
Ron Black,4087
Ron Black,4140
Ron Black,3367
Andy Mitchell,3723
Andy Mitchell,3773
OTHER,3331
Linda Marlene Eales,3533
OTHER,4423
Ron Black,4267
Ron Black,3829
Andy Mitchell,4060
Linda Marlene Eales,4560
OTHER,4348
Andy Mitchell,4773
Ron Black,4385
Andy Mitchell,4251
Linda Marlene Eales,4837
OTHER,3361
OTHER,4649
Ron Black,4814
Ron Black,5153
Ron Black,3606
Andy Mitchell,4562
OTHER,4519
OTHER,4120
Ron Black,3534
Andy Mitchell,3702
Ron Black,4070
Andy Mitchell,4639
OTHER,4731
Ron Black,3516
Andy Mitchell,5349
OTHER,4707
Ron Black,3592
Ron Black,4703
OTHER,3581
Linda Marlene Eales,3481
Andy Mitchell,4439
Andy Mitchell,4592
Linda Marlene Eales,5208
Linda Marlene Eales,4685
Ron Black,4475
Andy Mitchell,4230
OTHER,3364
Ron Black,4610
Ron Black,4132
Linda Marlene Eales,3371
Linda Marlene Eales,5037
OTHER,4755
Ron Black,5280
OTHER,4720
OTHER,3933
Andy Mitchell,4833
Andy Mitchell,3650
Ron Black,4116
OTHER,3732
Ron Black,4616
Andy Mitchell,5074
Linda Marlene Eales,5287
Ron Black,4196
Ron Black,4055
OTHER,3832
Andy Mitchell,5115
Linda Marlene Eales,3589
Ron Black,4523
OTHER,4688
Andy Mitchell,3399
Linda Marlene Eales,4898
OTHER,5057
Ron Black,4117
Ron Black,4993
OTHER,3811
OTHER,3892
Linda Marlene Eales,4799
Linda Marlene Eales,3479
Linda Marlene Eales,3430
OTHER,3492
Andy Mitchell,3610
Ron Black,4166
Ron Black,4013
Andy Mitchell,4169
Linda Marlene Eales,3464
Andy Mitchell,3459
Linda Marlene Eales,4536
Linda Marlene Eales,5092
Linda Marlene Eales,3903
OTHER,4293
Ron Black,3945
Ron Black,4763
Andy Mitchell,3394
OTHER,4732
Ron Black,3765
OTHER,5282
Linda Marlene Eales,3893
Andy Mitchell,5143
Linda Marlene Eales,3921
Linda Marlene Eales,4929
Linda Marlene Eales,4648
Andy Mitchell,5286
Ron Black,5148
Ron Black,4033
Linda Marlene Eales,4722
Ron Black,4806
Linda Marlene Eales,3458
Andy Mitchell,3892
Andy Mitchell,5325
Andy Mitchell,3707
OTHER,3492
Ron Black,4835
OTHER,4436
Linda Marlene Eales,5072
Linda Marlene Eales,3905
Linda Marlene Eales,4951
Ron Black,5063
Andy Mitchell,5100
Ron Black,5118
Linda Marlene Eales,4260
Ron Black,3759
Ron Black,4212
Ron Black,4472
Andy Mitchell,5062
Linda Marlene Eales,4377
OTHER,4607
OTHER,3458
Ron Black,3682
Andy Mitchell,4997
Linda Marlene Eales,3367
Linda Marlene Eales,4242
OTHER,3778
Andy Mitchell,5138
Andy Mitchell,5327
Linda Marlene Eales,4812
Ron Black,3402
Andy Mitchell,3773
Ron Black,4406
OTHER,4610
OTHER,4479
Andy Mitchell,3825
Andy Mitchell,4138
Ron Black,4918
Andy Mitchell,3885
OTHER,3774
Andy Mitchell,4509
OTHER,4585
OTHER,5071
OTHER,4986
OTHER,5186
Andy Mitchell,3861
OTHER,3792
Ron Black,4222
Linda Marlene Eales,3508
Linda Marlene Eales,4054
Linda Marlene Eales,3654
Andy Mitchell,3655
Ron Black,5295
Linda Marlene Eales,5183
Andy Mitchell,4390
Linda Marlene Eales,4043
Linda Marlene Eales,4472
Andy Mitchell,4163
Linda Marlene Eales,3816
Linda Marlene Eales,4108
Andy Mitchell,3613
Linda Marlene Eales,4498
Ron Black,3954
Andy Mitchell,4607
Ron Black,3903
Linda Marlene Eales,4376
Ron Black,4993
OTHER,3437
Andy Mitchell,5333
Ron Black,4609
Linda Marlene Eales,5301
Linda Marlene Eales,5060
Ron Black,4406
Ron Black,4454
Andy Mitchell,4555
Ron Black,3400
Linda Marlene Eales,3808
Andy Mitchell,5012
Linda Marlene Eales,3481
Linda Marlene Eales,3433
Andy Mitchell,4372
Andy Mitchell,4488
Andy Mitchell,3389
Andy Mitchell,4372
Linda Marlene Eales,5208
Linda Marlene Eales,4834
Andy Mitchell,5054
Linda Marlene Eales,3704
Andy Mitchell,4746
OTHER,5034
OTHER,5083
Linda Marlene Eales,4182
Ron Black,3966
Ron Black,3513
Ron Black,4647
Andy Mitchell,4462
Linda Marlene Eales,4449
Ron Black,4904
Andy Mitchell,3500
Ron Black,4940
Linda Marlene Eales,4074
Andy Mitchell,3351
OTHER,3788
Andy Mitchell,4656
OTHER,4417
OTHER,4791
Ron Black,4460
OTHER,5030
Ron Black,3713
Andy Mitchell,4444
Ron Black,3524
OTHER,3684
Linda Marlene Eales,3497
Linda Marlene Eales,3641
Andy Mitchell,3897
Ron Black,3360
Ron Black,4812
Ron Black,4612
Andy Mitchell,4745
Linda Marlene Eales,4343
Ron Black,4957
OTHER,3579
Ron Black,4619
Andy Mitchell,4365
Andy Mitchell,4390
Ron Black,4864
Andy Mitchell,4132
Andy Mitchell,5172
Linda Marlene Eales,4399
Linda Marlene Eales,4326
Andy Mitchell,5156
OTHER,3523
Ron Black,3936
Andy Mitchell,4353
Linda Marlene Eales,3542
Andy Mitchell,4578
OTHER,3911
Andy Mitchell,4839
Ron Black,5199
OTHER,4791
OTHER,3612
Ron Black,3687
Ron Black,4705
Linda Marlene Eales,5054
Andy Mitchell,4878
Linda Marlene Eales,3471
Ron Black,3704
OTHER,4365
OTHER,3898
Andy Mitchell,5284
OTHER,3604
Andy Mitchell,4732
Andy Mitchell,4467
Ron Black,4211
OTHER,4696
Ron Black,5260
Ron Black,4078
OTHER,3333
Andy Mitchell,4436
OTHER,3680
OTHER,3949
OTHER,4275
Linda Marlene Eales,3927
Linda Marlene Eales,4028
Andy Mitchell,4437
Linda Marlene Eales,5258
Andy Mitchell,4626
Linda Marlene Eales,5069
Linda Marlene Eales,5037
Ron Black,4548
Linda Marlene Eales,5090
Ron Black,4756
Linda Marlene Eales,4347
Andy Mitchell,4728
Ron Black,3625
Andy Mitchell,4042
Linda Marlene Eales,3988
OTHER,3573
Ron Black,5305
Ron Black,3970
Linda Marlene Eales,4533
Ron Black,3604
Ron Black,5301
Linda Marlene Eales,4049
OTHER,4459
Linda Marlene Eales,3492
Linda Marlene Eales,4436
Linda Marlene Eales,4472
Linda Marlene Eales,5247
Ron Black,5255
OTHER,3559
Andy Mitchell,3880
Andy Mitchell,3623
Ron Black,3412
Linda Marlene Eales,4199
Linda Marlene Eales,5104
OTHER,3788
OTHER,3898
Ron Black,5274
Andy Mitchell,4291
Linda Marlene Eales,4308
Andy Mitchell,3637
Andy Mitchell,4433
OTHER,4773
Andy Mitchell,3496
Linda Marlene Eales,3861
Andy Mitchell,3725
Linda Marlene Eales,5144
Ron Black,3838
Linda Marlene Eales,4691
Ron Black,5234
Andy Mitchell,4794
OTHER,4963
Andy Mitchell,5235
Linda Marlene Eales,4162
OTHER,4549
Ron Black,3758
Andy Mitchell,4399
Linda Marlene Eales,4620
Linda Marlene Eales,4641
Ron Black,3533
Ron Black,3538
OTHER,4969
OTHER,4686
Ron Black,3566
Ron Black,4477
Ron Black,4193
OTHER,4716
Andy Mitchell,4887
Linda Marlene Eales,5065
OTHER,4815
Linda Marlene Eales,3726
Andy Mitchell,4895
Andy Mitchell,4880
Andy Mitchell,3914
Linda Marlene Eales,3426
Linda Marlene Eales,4460
Linda Marlene Eales,3420
OTHER,3765
Andy Mitchell,4772
Ron Black,5207
Andy Mitchell,4470
OTHER,5066
Linda Marlene Eales,3907
Ron Black,4484
Linda Marlene Eales,3455
OTHER,4539
Linda Marlene Eales,4011
Linda Marlene Eales,4238
Andy Mitchell,4689
Linda Marlene Eales,4171
OTHER,4953
Andy Mitchell,3438
Linda Marlene Eales,4680
OTHER,4890
OTHER,3459
Linda Marlene Eales,5010
Andy Mitchell,5068
Linda Marlene Eales,5001
Ron Black,4492
Linda Marlene Eales,3708
Ron Black,5001
Linda Marlene Eales,5152
Andy Mitchell,4339
Ron Black,4092
Ron Black,3857
Linda Marlene Eales,3532
Andy Mitchell,4675
Andy Mitchell,3530
Andy Mitchell,4193
Andy Mitchell,4731
OTHER,5051
Andy Mitchell,3594
OTHER,3806
Ron Black,5169
Andy Mitchell,4990
Ron Black,5064
Linda Marlene Eales,4783
Linda Marlene Eales,4631
OTHER,3448
Linda Marlene Eales,3869
Ron Black,5221
OTHER,3666
Andy Mitchell,4926
Linda Marlene Eales,4414
Ron Black,4249
Andy Mitchell,4616
OTHER,3943
Ron Black,3595
Andy Mitchell,5301
Andy Mitchell,3962
Ron Black,4793
Linda Marlene Eales,5035
OTHER,4592
Andy Mitchell,4591
OTHER,3722
Linda Marlene Eales,5015
Andy Mitchell,4717
Andy Mitchell,3905
Linda Marlene Eales,5245
Linda Marlene Eales,4225
OTHER,4492
OTHER,4255
Andy Mitchell,5282
Linda Marlene Eales,3934
Ron Black,4462
OTHER,4083
Ron Black,5171
Ron Black,3394
Andy Mitchell,4329
Linda Marlene Eales,3786
OTHER,3548
OTHER,3361
Andy Mitchell,5049
Andy Mitchell,4862
Ron Black,4858
Linda Marlene Eales,4093
OTHER,3580
Linda Marlene Eales,4818
Linda Marlene Eales,4164
Andy Mitchell,4487
Andy Mitchell,5107
Ron Black,4334
Ron Black,3777
Linda Marlene Eales,3970
Linda Marlene Eales,5178
OTHER,4729
Andy Mitchell,5344
OTHER,4987
OTHER,4100
Andy Mitchell,4059
Ron Black,4316
Andy Mitchell,4662
OTHER,5295
Andy Mitchell,4555
Ron Black,4079
OTHER,3955
Linda Marlene Eales,4207
Linda Marlene Eales,3849
Andy Mitchell,5232
OTHER,4923
OTHER,4515
Linda Marlene Eales,4272
Andy Mitchell,4755
Linda Marlene Eales,3538
Linda Marlene Eales,4981
Linda Marlene Eales,4680
Linda Marlene Eales,3380
Andy Mitchell,4830
Andy Mitchell,3769
Andy Mitchell,3556
Linda Marlene Eales,4413
Linda Marlene Eales,5188
Linda Marlene Eales,4401
Ron Black,4225
Andy Mitchell,3626
Linda Marlene Eales,4967
Linda Marlene Eales,4160
Linda Marlene Eales,3561
Andy Mitchell,5121
OTHER,5230
Andy Mitchell,5000
Ron Black,5299
Andy Mitchell,5146
Andy Mitchell,3636
Ron Black,5032
Andy Mitchell,3824
Linda Marlene Eales,3606
OTHER,3534
Andy Mitchell,3929
Linda Marlene Eales,5310
Linda Marlene Eales,5072
Ron Black,4501
Andy Mitchell,3556
OTHER,5211
OTHER,4745
Ron Black,4917
Andy Mitchell,4409
OTHER,3826
OTHER,3919
Andy Mitchell,3376
Andy Mitchell,3543
OTHER,4558
OTHER,3422
OTHER,3683
Andy Mitchell,3640
Ron Black,4037
OTHER,4138
Linda Marlene Eales,4549
Andy Mitchell,4644
OTHER,5212
OTHER,3415
OTHER,4089
Ron Black,3493
Andy Mitchell,4323
Linda Marlene Eales,5124
Linda Marlene Eales,3899
Linda Marlene Eales,5242
Andy Mitchell,4597
Ron Black,4241
Ron Black,4236
Linda Marlene Eales,4559
OTHER,3423
Linda Marlene Eales,4762
Linda Marlene Eales,4387
OTHER,4301
Linda Marlene Eales,3746
Linda Marlene Eales,4286
OTHER,4610
OTHER,4711
Linda Marlene Eales,3832
Ron Black,5148
OTHER,5288
Ron Black,4589
Ron Black,4735
Andy Mitchell,4113
OTHER,3430
Ron Black,4703
Andy Mitchell,3882
Ron Black,4442
Linda Marlene Eales,4143
Ron Black,3545
Linda Marlene Eales,3508
Andy Mitchell,5167
Linda Marlene Eales,3568
OTHER,3970
OTHER,4975
OTHER,4521
Andy Mitchell,3455
Ron Black,4187
Ron Black,4230
Linda Marlene Eales,4688
OTHER,4633
Linda Marlene Eales,3458
OTHER,4702
Linda Marlene Eales,3959
Andy Mitchell,5183
Andy Mitchell,4845
Andy Mitchell,4364
Ron Black,3556
Ron Black,3367
Andy Mitchell,5342
Ron Black,4425
Ron Black,4905
OTHER,3555
Andy Mitchell,4459
OTHER,4817
Linda Marlene Eales,4523
OTHER,4772
Linda Marlene Eales,4056
Andy Mitchell,4113
Ron Black,4967
Andy Mitchell,4293
OTHER,3430
OTHER,4335
Andy Mitchell,5197
Linda Marlene Eales,3718
Ron Black,4037
Ron Black,3604
Ron Black,4420
Andy Mitchell,4734
Linda Marlene Eales,4452
Andy Mitchell,4644
Ron Black,3856
OTHER,3909
Ron Black,4246
Ron Black,4846
OTHER,4869
Linda Marlene Eales,3589
OTHER,5115
Andy Mitchell,4064
Andy Mitchell,4631
Linda Marlene Eales,4350
Andy Mitchell,3421
OTHER,3328
Linda Marlene Eales,4320
Andy Mitchell,5333
OTHER,4517
OTHER,4326
Andy Mitchell,4501
OTHER,5045
Ron Black,3823
Linda Marlene Eales,4835
OTHER,3829
OTHER,3962
Andy Mitchell,5263
Linda Marlene Eales,4873
Ron Black,4631
OTHER,4740
OTHER,4760
Ron Black,4065
OTHER,4646
Linda Marlene Eales,3854
OTHER,4864
Ron Black,4915
Andy Mitchell,5161
Andy Mitchell,4205
Ron Black,5147
Ron Black,3353
Ron Black,4120
Andy Mitchell,4818
Ron Black,3932
Ron Black,3863
Andy Mitchell,4277
Ron Black,3395
Andy Mitchell,4536
Andy Mitchell,5232
Andy Mitchell,5274
Andy Mitchell,4361
OTHER,4767
Andy Mitchell,3447
Ron Black,4209
Ron Black,3878
Andy Mitchell,5338
OTHER,3557
Andy Mitchell,3392
Andy Mitchell,3944
Ron Black,4223
OTHER,3960
Andy Mitchell,4860
OTHER,5194
Linda Marlene Eales,4598
Andy Mitchell,4704
Andy Mitchell,4584
Andy Mitchell,3420
OTHER,5049
OTHER,4481
Linda Marlene Eales,4384
OTHER,5190
OTHER,3879
Andy Mitchell,3757
Andy Mitchell,3900
Ron Black,5189
OTHER,3395
Andy Mitchell,3917
Ron Black,5232
Andy Mitchell,4310
Andy Mitchell,4455
Linda Marlene Eales,5114
Linda Marlene Eales,4542
Ron Black,4610
Linda Marlene Eales,4735
OTHER,4281
OTHER,4532
OTHER,5049
Linda Marlene Eales,4388
Ron Black,5346
Ron Black,3543
OTHER,5216
Andy Mitchell,3976
Ron Black,3418
Ron Black,4218
Andy Mitchell,3941
Ron Black,4653
Ron Black,4758
Andy Mitchell,4839
OTHER,3500
OTHER,4609
Andy Mitchell,4968
Ron Black,3397
Ron Black,5052
Linda Marlene Eales,3754
Linda Marlene Eales,4779
Linda Marlene Eales,5096
Ron Black,4543
Andy Mitchell,3566
Andy Mitchell,4430
Linda Marlene Eales,4658
OTHER,4527
Ron Black,4298
OTHER,3462
OTHER,4584
Linda Marlene Eales,5118
Ron Black,5113
OTHER,3347
Linda Marlene Eales,4044
OTHER,4035
Linda Marlene Eales,3771
Linda Marlene Eales,3808
Linda Marlene Eales,4121
Andy Mitchell,3568
Linda Marlene Eales,5124
Andy Mitchell,4564
Linda Marlene Eales,3700
Linda Marlene Eales,4279
OTHER,3626
Linda Marlene Eales,4953
OTHER,5170
OTHER,5321
Ron Black,4873
Andy Mitchell,3816
Linda Marlene Eales,3565
Ron Black,3476
Linda Marlene Eales,5209
OTHER,4009
OTHER,5028
Ron Black,4263
Ron Black,5161
OTHER,4769
Andy Mitchell,4582
OTHER,4742
Andy Mitchell,4023
Linda Marlene Eales,3682
Ron Black,4720
OTHER,3974
Linda Marlene Eales,4293
OTHER,4860
Andy Mitchell,4591
Ron Black,5130
Andy Mitchell,3687
Andy Mitchell,5091
Andy Mitchell,4397
Ron Black,4327
OTHER,4274
Ron Black,4996
Andy Mitchell,5307
Ron Black,3795
Ron Black,3864
Ron Black,4276
Ron Black,4467
OTHER,4142
OTHER,4763
OTHER,5010
Ron Black,5331
Andy Mitchell,3446
Andy Mitchell,3512
Andy Mitchell,3400
OTHER,4369
Linda Marlene Eales,4507
Andy Mitchell,5177
Linda Marlene Eales,3843
OTHER,5187
Ron Black,5234
OTHER,4010
OTHER,4464
OTHER,5121
Andy Mitchell,4475
Ron Black,4795
Ron Black,4841
Ron Black,4395
OTHER,5182
Ron Black,5223
OTHER,4575
Ron Black,4095
Linda Marlene Eales,3650
Linda Marlene Eales,5207
Andy Mitchell,4103
Linda Marlene Eales,4845
Linda Marlene Eales,4657
Linda Marlene Eales,3431
Ron Black,3936
Ron Black,4826
Andy Mitchell,4726
Linda Marlene Eales,3424
OTHER,3817
Linda Marlene Eales,4991
Ron Black,3778
