,mayor,byte_length
14131,ZABSTAIN,4464
14132,ZABSTAIN,4464
14133,Andy Mitchell,4464
14134,Andy Mitchell,4463
14135,Andy Mitchell,4463
14136,Andy Mitchell,4463
14137,Ron Black,4463
14138,Andy Mitchell,4463
14139,Ron Black,4463
14140,Ron Black,4463
14141,Andy Mitchell,4463
14142,ZABSTAIN,4463
14143,ZABSTAIN,4463
14144,ZABSTAIN,4463
14145,Ron Black,4463
14146,ZABSTAIN,4463
14147,Ron Black,4463
14148,Linda Marlene Eales,4463
14149,Andy Mitchell,4463
14150,ZABSTAIN,4463
14151,Andy Mitchell,4463
14152,Ron Black,4462
14153,Ron Black,4462
14154,ZABSTAIN,4462
14155,Ron Black,4462
14156,Andy Mitchell,4462
14157,Linda Marlene Eales,4462
14158,Ron Black,4462
14159,Linda Marlene Eales,4462
14160,Linda Marlene Eales,4462
14161,Linda Marlene Eales,4462
14162,Linda Marlene Eales,4462
14163,ZABSTAIN,4462
14164,Andy Mitchell,4462
14165,ZABSTAIN,4462
14166,ZABSTAIN,4462
14167,Ron Black,4462
14168,ZABSTAIN,4461
14169,Linda Marlene Eales,4461
14170,Andy Mitchell,4461
14171,Ron Black,4461
14172,Linda Marlene Eales,4461
14173,ZABSTAIN,4461
14174,Ron Black,4461
14175,Andy Mitchell,4461
14176,Linda Marlene Eales,4461
14177,Ron Black,4461
14178,Linda Marlene Eales,4461
14179,Andy Mitchell,4461
14180,Ron Black,4461
14181,Linda Marlene Eales,4461
14182,Linda Marlene Eales,4461
14183,Ron Black,4461
14184,Linda Marlene Eales,4461
14185,Ron Black,4461
14186,Andy Mitchell,4460
14187,Ron Black,4460
14188,Ron Black,4460
14189,Andy Mitchell,4460
14190,Andy Mitchell,4460
14191,ZABSTAIN,4460
14192,Linda Marlene Eales,4460
14193,ZABSTAIN,4460
14194,ZABSTAIN,4460
14195,Linda Marlene Eales,4460
14196,Andy Mitchell,4460
14197,ZABSTAIN,4460
14198,ZABSTAIN,4460
14199,Andy Mitchell,4460
14200,Andy Mitchell,4460
14201,ZABSTAIN,4460
14202,Linda Marlene Eales,4460
14203,Linda Marlene Eales,4460
14204,Ron Black,4460
14205,Andy Mitchell,4460
14206,Andy Mitchell,4460
14207,ZABSTAIN,4460
14208,Andy Mitchell,4459
14209,Linda Marlene Eales,4459
14210,Ron Black,4459
14211,Linda Marlene Eales,4459
14212,ZABSTAIN,4459
14213,ZABSTAIN,4459
14214,Linda Marlene Eales,4459
14215,Linda Marlene Eales,4459
14216,Andy Mitchell,4459
14217,Linda Marlene Eales,4459
14218,Andy Mitchell,4459
14219,Andy Mitchell,4459
14220,Linda Marlene Eales,4459
14221,Andy Mitchell,4459
14222,Andy Mitchell,4459
14223,ZABSTAIN,4459
14224,Ron Black,4459
14225,Linda Marlene Eales,4458
14226,Ron Black,4458
14227,Andy Mitchell,4458
14228,Ron Black,4458
14229,Ron Black,4458
14230,Ron Black,4458
14231,Linda Marlene Eales,4458
14232,ZABSTAIN,4458
14233,Andy Mitchell,4458
14234,Linda Marlene Eales,4457
14235,Linda Marlene Eales,4457
14236,Ron Black,4457
14237,Ron Black,4457
14238,Andy Mitchell,4457
14239,ZABSTAIN,4457
14240,Ron Black,4457
14241,Andy Mitchell,4457
14242,Ron Black,4457
14243,Ron Black,4457
14244,Ron Black,4457
14245,Andy Mitchell,4457
14246,ZABSTAIN,4457
14247,ZABSTAIN,4457
14248,Linda Marlene Eales,4457
14249,Linda Marlene Eales,4457
14250,Andy Mitchell,4457
14251,Ron Black,4456
14252,ZABSTAIN,4456
14253,Ron Black,4456
14254,Ron Black,4456
14255,ZABSTAIN,4456
14256,Andy Mitchell,4456
14257,ZABSTAIN,4456
14258,ZABSTAIN,4456
14259,Andy Mitchell,4456
14260,Linda Marlene Eales,4456
14261,Andy Mitchell,4456
14262,Ron Black,4456
14263,Ron Black,4456
14264,ZABSTAIN,4456
14265,Linda Marlene Eales,4456
14266,Ron Black,4455
14267,Andy Mitchell,4455
14268,Linda Marlene Eales,4455
14269,ZABSTAIN,4455
14270,Linda Marlene Eales,4455
14271,Ron Black,4455
14272,Andy Mitchell,4455
14273,Ron Black,4455
14274,ZABSTAIN,4455
14275,Andy Mitchell,4455
14276,Linda Marlene Eales,4455
14277,Linda Marlene Eales,4455
14278,Ron Black,4455
14279,ZABSTAIN,4454
14280,Ron Black,4454
14281,Linda Marlene Eales,4454
14282,ZABSTAIN,4454
14283,Andy Mitchell,4454
14284,Ron Black,4454
14285,Linda Marlene Eales,4454
14286,Linda Marlene Eales,4454
14287,Linda Marlene Eales,4454
14288,ZABSTAIN,4454
14289,ZABSTAIN,4454
14290,Linda Marlene Eales,4453
14291,Ron Black,4453
14292,Ron Black,4453
14293,Ron Black,4453
14294,Ron Black,4453
14295,Ron Black,4453
14296,Andy Mitchell,4453
14297,Linda Marlene Eales,4453
14298,Linda Marlene Eales,4453
14299,Andy Mitchell,4453
14300,ZABSTAIN,4453
14301,Ron Black,4453
14302,Ron Black,4453
14303,Linda Marlene Eales,4453
14304,Andy Mitchell,4453
14305,Ron Black,4452
14306,Andy Mitchell,4452
14307,Andy Mitchell,4452
14308,Ron Black,4452
14309,ZABSTAIN,4452
14310,Linda Marlene Eales,4452
14311,Andy Mitchell,4452
14312,Linda Marlene Eales,4452
14313,ZABSTAIN,4452
14314,Ron Black,4452
14315,Linda Marlene Eales,4452
14316,Ron Black,4452
14317,Ron Black,4452
14318,Ron Black,4452
14319,ZABSTAIN,4452
14320,ZABSTAIN,4452
14321,Ron Black,4452
14322,Linda Marlene Eales,4452
14323,ZABSTAIN,4452
14324,Andy Mitchell,4451
14325,Andy Mitchell,4451
14326,ZABSTAIN,4451
14327,Linda Marlene Eales,4451
14328,ZABSTAIN,4451
14329,Ron Black,4451
14330,Linda Marlene Eales,4451
14331,Ron Black,4451
14332,ZABSTAIN,4451
14333,Ron Black,4451
14334,Andy Mitchell,4451
14335,Linda Marlene Eales,4451
14336,Linda Marlene Eales,4451
14337,Linda Marlene Eales,4450
14338,ZABSTAIN,4450
14339,ZABSTAIN,4450
14340,Andy Mitchell,4450
14341,ZABSTAIN,4450
14342,ZABSTAIN,4450
14343,Linda Marlene Eales,4450
14344,Linda Marlene Eales,4450
14345,Linda Marlene Eales,4450
14346,ZABSTAIN,4450
14347,Andy Mitchell,4450
14348,Ron Black,4450
14349,ZABSTAIN,4450
14350,Ron Black,4450
14351,ZABSTAIN,4450
14352,Ron Black,4450
14353,Andy Mitchell,4450
14354,Ron Black,4450
14355,ZABSTAIN,4450
14356,Linda Marlene Eales,4450
14357,ZABSTAIN,4449
14358,Linda Marlene Eales,4449
14359,ZABSTAIN,4449
14360,ZABSTAIN,4449
14361,Andy Mitchell,4449
14362,Linda Marlene Eales,4449
14363,Andy Mitchell,4449
14364,ZABSTAIN,4449
14365,ZABSTAIN,4449
14366,Ron Black,4449
14367,ZABSTAIN,4449
14368,Ron Black,4449
14369,Ron Black,4449
14370,Ron Black,4448
14371,Andy Mitchell,4448
14372,Ron Black,4448
14373,Linda Marlene Eales,4448
14374,Linda Marlene Eales,4448
14375,ZABSTAIN,4448
14376,Linda Marlene Eales,4448
14377,Ron Black,4448
14378,Linda Marlene Eales,4448
14379,Ron Black,4448
14380,Ron Black,4448
14381,Ron Black,4448
14382,Linda Marlene Eales,4448
14383,Andy Mitchell,4448
14384,ZABSTAIN,4448
14385,Andy Mitchell,4448
14386,ZABSTAIN,4448
14387,Andy Mitchell,4448
14388,Ron Black,4448
14389,Linda Marlene Eales,4448
14390,ZABSTAIN,4448
14391,Ron Black,4448
14392,ZABSTAIN,4448
14393,Ron Black,4448
14394,ZABSTAIN,4448
14395,Andy Mitchell,4448
14396,Linda Marlene Eales,4448
14397,Ron Black,4447
14398,ZABSTAIN,4447
14399,ZABSTAIN,4447
14400,ZABSTAIN,4447
14401,ZABSTAIN,4447
14402,Linda Marlene Eales,4447
14403,Andy Mitchell,4447
14404,Ron Black,4447
14405,Ron Black,4447
14406,Andy Mitchell,4447
14407,Linda Marlene Eales,4447
14408,Ron Black,4447
14409,Ron Black,4446
14410,Andy Mitchell,4446
14411,Andy Mitchell,4446
14412,Ron Black,4446
14413,Ron Black,4446
14414,ZABSTAIN,4446
14415,Andy Mitchell,4446
14416,Andy Mitchell,4446
14417,Ron Black,4446
14418,Andy Mitchell,4446
14419,ZABSTAIN,4446
14420,Linda Marlene Eales,4446
14421,Linda Marlene Eales,4446
14422,Linda Marlene Eales,4446
14423,ZABSTAIN,4446
14424,Ron Black,4445
14425,Ron Black,4445
14426,ZABSTAIN,4445
14427,Andy Mitchell,4445
14428,ZABSTAIN,4445
14429,ZABSTAIN,4445
14430,Ron Black,4445
14431,Ron Black,4445
14432,Linda Marlene Eales,4445
14433,ZABSTAIN,4445
14434,Andy Mitchell,4445
14435,Ron Black,4445
14436,Linda Marlene Eales,4445
14437,Ron Black,4445
14438,Linda Marlene Eales,4445
14439,Andy Mitchell,4445
14440,ZABSTAIN,4445
14441,Ron Black,4445
14442,Ron Black,4444
14443,Linda Marlene Eales,4444
14444,Ron Black,4444
14445,ZABSTAIN,4444
14446,Linda Marlene Eales,4444
14447,Ron Black,4444
14448,Linda Marlene Eales,4444
14449,ZABSTAIN,4444
14450,ZABSTAIN,4444
14451,ZABSTAIN,4444
14452,Andy Mitchell,4444
14453,Andy Mitchell,4444
14454,ZABSTAIN,4444
14455,Linda Marlene Eales,4444
14456,Ron Black,4443
14457,Andy Mitchell,4443
14458,Ron Black,4443
14459,Linda Marlene Eales,4443
14460,Linda Marlene Eales,4443
14461,Andy Mitchell,4443
14462,Andy Mitchell,4443
14463,Linda Marlene Eales,4443
14464,Ron Black,4443
14465,Ron Black,4443
14466,Linda Marlene Eales,4442
14467,Linda Marlene Eales,4442
14468,Ron Black,4442
14469,ZABSTAIN,4442
14470,Ron Black,4442
14471,ZABSTAIN,4442
14472,ZABSTAIN,4442
14473,Linda Marlene Eales,4442
14474,Ron Black,4442
14475,ZABSTAIN,4442
14476,Andy Mitchell,4442
14477,Andy Mitchell,4442
14478,Andy Mitchell,4442
14479,Linda Marlene Eales,4442
14480,Ron Black,4441
14481,Andy Mitchell,4441
14482,Andy Mitchell,4441
14483,Ron Black,4441
14484,Andy Mitchell,4441
14485,Andy Mitchell,4441
14486,Linda Marlene Eales,4441
14487,ZABSTAIN,4441
14488,Linda Marlene Eales,4441
14489,Linda Marlene Eales,4441
14490,Andy Mitchell,4441
14491,ZABSTAIN,4441
14492,Andy Mitchell,4441
14493,Linda Marlene Eales,4441
14494,Linda Marlene Eales,4441
14495,Linda Marlene Eales,4441
14496,Linda Marlene Eales,4441
14497,Andy Mitchell,4441
14498,ZABSTAIN,4440
14499,Linda Marlene Eales,4440
14500,Linda Marlene Eales,4440
14501,Ron Black,4440
14502,Linda Marlene Eales,4440
14503,Andy Mitchell,4440
14504,Ron Black,4440
14505,ZABSTAIN,4440
14506,Ron Black,4440
14507,Linda Marlene Eales,4440
14508,Linda Marlene Eales,4440
14509,ZABSTAIN,4440
14510,Linda Marlene Eales,4440
14511,Ron Black,4440
14512,ZABSTAIN,4440
14513,Linda Marlene Eales,4440
14514,Andy Mitchell,4440
14515,Linda Marlene Eales,4440
14516,ZABSTAIN,4440
14517,ZABSTAIN,4439
14518,Andy Mitchell,4439
14519,Ron Black,4439
14520,Ron Black,4439
14521,Andy Mitchell,4439
14522,ZABSTAIN,4439
14523,Linda Marlene Eales,4439
14524,Andy Mitchell,4439
14525,Ron Black,4439
14526,Ron Black,4439
14527,ZABSTAIN,4439
14528,ZABSTAIN,4439
14529,Linda Marlene Eales,4439
14530,Linda Marlene Eales,4439
14531,Linda Marlene Eales,4439
14532,Linda Marlene Eales,4438
14533,Linda Marlene Eales,4438
14534,Linda Marlene Eales,4438
14535,Linda Marlene Eales,4438
14536,Ron Black,4438
14537,ZABSTAIN,4438
14538,Andy Mitchell,4438
14539,Linda Marlene Eales,4438
14540,Andy Mitchell,4438
14541,Ron Black,4438
14542,Ron Black,4438
14543,ZABSTAIN,4438
14544,Andy Mitchell,4438
14545,Andy Mitchell,4438
14546,Linda Marlene Eales,4438
14547,ZABSTAIN,4438
14548,Linda Marlene Eales,4438
14549,Linda Marlene Eales,4438
14550,Linda Marlene Eales,4438
14551,ZABSTAIN,4438
14552,ZABSTAIN,4438
14553,ZABSTAIN,4438
14554,ZABSTAIN,4438
14555,ZABSTAIN,4438
14556,ZABSTAIN,4437
14557,Linda Marlene Eales,4437
14558,Linda Marlene Eales,4437
14559,ZABSTAIN,4437
14560,Ron Black,4437
14561,Andy Mitchell,4437
14562,Ron Black,4437
14563,ZABSTAIN,4437
14564,Andy Mitchell,4437
14565,Ron Black,4437
14566,Linda Marlene Eales,4437
14567,Andy Mitchell,4437
14568,Andy Mitchell,4437
14569,Linda Marlene Eales,4437
14570,ZABSTAIN,4437
14571,Andy Mitchell,4436
14572,ZABSTAIN,4436
14573,Ron Black,4436
14574,Andy Mitchell,4436
14575,Andy Mitchell,4436
14576,Linda Marlene Eales,4436
14577,Andy Mitchell,4436
14578,Ron Black,4436
14579,ZABSTAIN,4436
14580,ZABSTAIN,4436
14581,ZABSTAIN,4436
14582,Andy Mitchell,4436
14583,ZABSTAIN,4436
14584,ZABSTAIN,4436
14585,Ron Black,4436
14586,Andy Mitchell,4436
14587,ZABSTAIN,4436
14588,Andy Mitchell,4436
14589,Andy Mitchell,4435
14590,ZABSTAIN,4435
14591,Andy Mitchell,4435
14592,Ron Black,4435
14593,Linda Marlene Eales,4435
14594,Linda Marlene Eales,4435
14595,Andy Mitchell,4435
14596,Andy Mitchell,4435
14597,Ron Black,4435
14598,Andy Mitchell,4435
14599,ZABSTAIN,4435
14600,Linda Marlene Eales,4435
14601,Ron Black,4435
14602,Ron Black,4435
14603,Andy Mitchell,4435
14604,Linda Marlene Eales,4435
14605,ZABSTAIN,4435
14606,Ron Black,4435
14607,Linda Marlene Eales,4435
14608,Linda Marlene Eales,4435
14609,ZABSTAIN,4435
14610,Ron Black,4435
14611,ZABSTAIN,4434
14612,Andy Mitchell,4434
14613,Ron Black,4434
14614,Ron Black,4434
14615,Andy Mitchell,4434
14616,Andy Mitchell,4434
14617,ZABSTAIN,4434
14618,Ron Black,4434
14619,Ron Black,4434
14620,Ron Black,4434
14621,Linda Marlene Eales,4434
14622,Andy Mitchell,4434
14623,ZABSTAIN,4434
14624,ZABSTAIN,4434
14625,Linda Marlene Eales,4434
14626,Andy Mitchell,4434
14627,Andy Mitchell,4434
14628,ZABSTAIN,4434
14629,Ron Black,4434
14630,Ron Black,4433
14631,ZABSTAIN,4433
14632,Linda Marlene Eales,4433
14633,ZABSTAIN,4433
14634,Ron Black,4433
14635,ZABSTAIN,4433
14636,Andy Mitchell,4433
14637,Andy Mitchell,4433
14638,Linda Marlene Eales,4433
14639,Ron Black,4433
14640,Andy Mitchell,4433
14641,Ron Black,4433
14642,Linda Marlene Eales,4432
14643,Ron Black,4432
14644,Andy Mitchell,4432
14645,Ron Black,4432
14646,Ron Black,4432
14647,Ron Black,4432
14648,Andy Mitchell,4432
14649,Linda Marlene Eales,4432
14650,Ron Black,4432
14651,Andy Mitchell,4432
14652,Linda Marlene Eales,4432
14653,Andy Mitchell,4432
14654,Ron Black,4432
14655,ZABSTAIN,4432
14656,ZABSTAIN,4432
14657,Andy Mitchell,4432
14658,Ron Black,4432
14659,Andy Mitchell,4432
14660,Andy Mitchell,4432
14661,Andy Mitchell,4432
14662,Ron Black,4432
14663,Ron Black,4432
14664,Andy Mitchell,4432
14665,Ron Black,4432
14666,Linda Marlene Eales,4432
14667,Linda Marlene Eales,4431
14668,ZABSTAIN,4431
14669,ZABSTAIN,4431
14670,Ron Black,4431
14671,Andy Mitchell,4431
14672,ZABSTAIN,4431
14673,ZABSTAIN,4431
14674,Andy Mitchell,4431
14675,Andy Mitchell,4431
14676,Ron Black,4431
14677,Andy Mitchell,4431
14678,Ron Black,4431
14679,Ron Black,4431
14680,Andy Mitchell,4431
14681,Andy Mitchell,4431
14682,Linda Marlene Eales,4431
14683,Ron Black,4431
14684,Andy Mitchell,4431
14685,Linda Marlene Eales,4431
14686,Andy Mitchell,4431
14687,Linda Marlene Eales,4431
14688,ZABSTAIN,4431
14689,Andy Mitchell,4431
14690,Linda Marlene Eales,4431
14691,Linda Marlene Eales,4430
14692,Linda Marlene Eales,4430
14693,ZABSTAIN,4430
14694,Andy Mitchell,4430
14695,Linda Marlene Eales,4430
14696,Andy Mitchell,4430
14697,ZABSTAIN,4430
14698,ZABSTAIN,4430
14699,Ron Black,4430
14700,Ron Black,4430
14701,ZABSTAIN,4430
14702,Andy Mitchell,4430
14703,ZABSTAIN,4430
14704,Ron Black,4430
14705,Ron Black,4430
14706,Ron Black,4430
14707,ZABSTAIN,4430
14708,ZABSTAIN,4430
14709,ZABSTAIN,4430
14710,ZABSTAIN,4430
14711,Linda Marlene Eales,4430
14712,Linda Marlene Eales,4430
14713,Linda Marlene Eales,4430
14714,Andy Mitchell,4430
14715,ZABSTAIN,4429
14716,Andy Mitchell,4429
14717,Ron Black,4429
14718,Linda Marlene Eales,4429
14719,Linda Marlene Eales,4429
14720,Andy Mitchell,4429
14721,Ron Black,4429
14722,Ron Black,4429
14723,Ron Black,4429
14724,Andy Mitchell,4429
14725,ZABSTAIN,4429
14726,Linda Marlene Eales,4429
14727,Linda Marlene Eales,4429
14728,ZABSTAIN,4429
14729,Andy Mitchell,4429
14730,Andy Mitchell,4429
14731,Ron Black,4429
14732,Linda Marlene Eales,4429
14733,Andy Mitchell,4429
14734,Ron Black,4429
14735,Ron Black,4429
14736,Linda Marlene Eales,4428
14737,ZABSTAIN,4428
14738,Andy Mitchell,4428
14739,Linda Marlene Eales,4428
14740,Ron Black,4428
14741,Linda Marlene Eales,4428
14742,ZABSTAIN,4428
14743,ZABSTAIN,4428
14744,Andy Mitchell,4428
14745,ZABSTAIN,4428
14746,Linda Marlene Eales,4428
14747,Ron Black,4428
14748,Andy Mitchell,4428
14749,Ron Black,4428
14750,ZABSTAIN,4428
14751,Andy Mitchell,4428
14752,Linda Marlene Eales,4428
14753,Andy Mitchell,4428
14754,Ron Black,4428
14755,Linda Marlene Eales,4428
14756,Ron Black,4428
14757,Linda Marlene Eales,4427
14758,Linda Marlene Eales,4427
14759,ZABSTAIN,4427
14760,Linda Marlene Eales,4427
14761,Ron Black,4427
14762,Linda Marlene Eales,4427
14763,Ron Black,4427
14764,ZABSTAIN,4427
14765,ZABSTAIN,4427
14766,Andy Mitchell,4427
14767,ZABSTAIN,4427
14768,Andy Mitchell,4427
14769,Linda Marlene Eales,4427
14770,Linda Marlene Eales,4427
14771,ZABSTAIN,4427
14772,Ron Black,4427
14773,Andy Mitchell,4427
14774,Ron Black,4427
14775,Ron Black,4427
14776,Ron Black,4427
14777,Andy Mitchell,4426
14778,Linda Marlene Eales,4426
14779,Linda Marlene Eales,4426
14780,Ron Black,4426
14781,Linda Marlene Eales,4426
14782,Linda Marlene Eales,4426
14783,Linda Marlene Eales,4426
14784,Linda Marlene Eales,4426
14785,Ron Black,4426
14786,ZABSTAIN,4426
14787,Andy Mitchell,4426
14788,ZABSTAIN,4426
14789,Ron Black,4426
14790,Andy Mitchell,4426
14791,ZABSTAIN,4426
14792,Andy Mitchell,4426
14793,Ron Black,4426
14794,Linda Marlene Eales,4426
14795,Linda Marlene Eales,4426
14796,Ron Black,4426
14797,ZABSTAIN,4425
14798,Andy Mitchell,4425
14799,Ron Black,4425
14800,Linda Marlene Eales,4425
14801,ZABSTAIN,4425
14802,Andy Mitchell,4425
14803,Ron Black,4425
14804,Linda Marlene Eales,4425
14805,Andy Mitchell,4425
14806,Andy Mitchell,4425
14807,Andy Mitchell,4425
14808,Andy Mitchell,4425
14809,Andy Mitchell,4425
14810,Andy Mitchell,4425
14811,Linda Marlene Eales,4425
14812,ZABSTAIN,4424
14813,Ron Black,4424
14814,Ron Black,4424
14815,Linda Marlene Eales,4424
14816,Linda Marlene Eales,4424
14817,ZABSTAIN,4424
14818,Ron Black,4424
14819,Andy Mitchell,4424
14820,Ron Black,4424
14821,Andy Mitchell,4424
14822,Andy Mitchell,4424
14823,Andy Mitchell,4424
14824,Ron Black,4424
14825,Ron Black,4424
14826,Ron Black,4424
14827,Ron Black,4423
14828,Linda Marlene Eales,4423
14829,ZABSTAIN,4423
14830,ZABSTAIN,4423
14831,Ron Black,4423
14832,Ron Black,4423
14833,Andy Mitchell,4423
14834,Ron Black,4423
14835,Andy Mitchell,4423
14836,Ron Black,4423
14837,ZABSTAIN,4423
14838,Andy Mitchell,4423
14839,ZABSTAIN,4423
14840,Linda Marlene Eales,4423
14841,Ron Black,4423
14842,Ron Black,4423
14843,Andy Mitchell,4423
14844,Ron Black,4423
14845,Ron Black,4423
14846,Andy Mitchell,4422
14847,ZABSTAIN,4422
14848,Andy Mitchell,4422
14849,Andy Mitchell,4422
14850,Ron Black,4422
14851,ZABSTAIN,4422
14852,Ron Black,4422
14853,ZABSTAIN,4422
14854,ZABSTAIN,4422
14855,Andy Mitchell,4422
14856,Ron Black,4422
14857,Linda Marlene Eales,4422
14858,Ron Black,4422
14859,Andy Mitchell,4422
14860,Andy Mitchell,4422
14861,ZABSTAIN,4421
14862,Ron Black,4421
14863,ZABSTAIN,4421
14864,Linda Marlene Eales,4421
14865,Andy Mitchell,4421
14866,ZABSTAIN,4421
14867,Linda Marlene Eales,4421
14868,Linda Marlene Eales,4421
14869,Linda Marlene Eales,4421
14870,Andy Mitchell,4421
14871,Linda Marlene Eales,4421
14872,Linda Marlene Eales,4421
14873,Linda Marlene Eales,4421
14874,Andy Mitchell,4421
14875,Andy Mitchell,4421
14876,Linda Marlene Eales,4421
14877,Andy Mitchell,4421
14878,Linda Marlene Eales,4420
14879,ZABSTAIN,4420
14880,ZABSTAIN,4420
14881,Linda Marlene Eales,4420
14882,Andy Mitchell,4420
14883,Andy Mitchell,4420
14884,Ron Black,4420
14885,ZABSTAIN,4420
14886,Linda Marlene Eales,4420
14887,Ron Black,4420
14888,Ron Black,4420
14889,Linda Marlene Eales,4420
14890,Ron Black,4420
14891,Linda Marlene Eales,4420
14892,ZABSTAIN,4420
14893,Linda Marlene Eales,4420
14894,Andy Mitchell,4420
14895,Andy Mitchell,4419
14896,ZABSTAIN,4419
14897,Andy Mitchell,4419
14898,ZABSTAIN,4419
14899,Linda Marlene Eales,4419
14900,Andy Mitchell,4419
14901,ZABSTAIN,4419
14902,ZABSTAIN,4419
14903,Linda Marlene Eales,4419
14904,Linda Marlene Eales,4419
14905,Ron Black,4419
14906,Linda Marlene Eales,4419
14907,Linda Marlene Eales,4419
14908,Ron Black,4419
14909,Ron Black,4419
14910,Andy Mitchell,4419
14911,Linda Marlene Eales,4419
14912,Ron Black,4419
14913,Linda Marlene Eales,4419
14914,Linda Marlene Eales,4419
14915,Andy Mitchell,4418
14916,ZABSTAIN,4418
14917,Linda Marlene Eales,4418
14918,Ron Black,4418
14919,Linda Marlene Eales,4418
14920,Linda Marlene Eales,4418
14921,ZABSTAIN,4418
14922,Ron Black,4418
14923,Andy Mitchell,4418
14924,Andy Mitchell,4418
14925,Andy Mitchell,4418
14926,Ron Black,4418
14927,Linda Marlene Eales,4418
14928,ZABSTAIN,4418
14929,Linda Marlene Eales,4417
14930,ZABSTAIN,4417
14931,Linda Marlene Eales,4417
14932,Ron Black,4417
14933,Linda Marlene Eales,4417
14934,Andy Mitchell,4417
14935,Andy Mitchell,4417
14936,Linda Marlene Eales,4417
14937,Ron Black,4417
14938,ZABSTAIN,4417
14939,Linda Marlene Eales,4417
14940,Andy Mitchell,4417
14941,Linda Marlene Eales,4417
14942,ZABSTAIN,4417
14943,ZABSTAIN,4417
14944,Andy Mitchell,4417
14945,Linda Marlene Eales,4417
14946,ZABSTAIN,4416
14947,Ron Black,4416
14948,ZABSTAIN,4416
14949,Linda Marlene Eales,4416
14950,ZABSTAIN,4416
14951,ZABSTAIN,4416
14952,Andy Mitchell,4416
14953,Ron Black,4416
14954,Linda Marlene Eales,4416
14955,Ron Black,4416
14956,Andy Mitchell,4416
14957,Linda Marlene Eales,4416
14958,ZABSTAIN,4416
14959,Andy Mitchell,4416
14960,Andy Mitchell,4415
14961,Andy Mitchell,4415
14962,ZABSTAIN,4415
14963,Linda Marlene Eales,4415
14964,Linda Marlene Eales,4415
14965,Linda Marlene Eales,4415
14966,Andy Mitchell,4415
14967,ZABSTAIN,4415
14968,ZABSTAIN,4415
14969,Linda Marlene Eales,4415
14970,Ron Black,4415
14971,Ron Black,4415
14972,Linda Marlene Eales,4415
14973,Andy Mitchell,4415
14974,ZABSTAIN,4415
14975,ZABSTAIN,4415
14976,Ron Black,4415
14977,Ron Black,4415
14978,Linda Marlene Eales,4415
14979,ZABSTAIN,4415
14980,Ron Black,4415
14981,ZABSTAIN,4415
14982,Andy Mitchell,4414
14983,Andy Mitchell,4414
14984,ZABSTAIN,4414
14985,Linda Marlene Eales,4414
14986,Linda Marlene Eales,4414
14987,ZABSTAIN,4414
14988,ZABSTAIN,4414
14989,Andy Mitchell,4414
14990,Ron Black,4414
14991,ZABSTAIN,4414
14992,ZABSTAIN,4414
14993,ZABSTAIN,4413
14994,Andy Mitchell,4413
14995,Ron Black,4413
14996,Ron Black,4413
14997,Ron Black,4413
14998,ZABSTAIN,4413
14999,Ron Black,4413
15000,Ron Black,4413
15001,Ron Black,4413
15002,Linda Marlene Eales,4413
15003,Linda Marlene Eales,4413
15004,ZABSTAIN,4413
15005,Ron Black,4412
15006,Ron Black,4412
15007,Andy Mitchell,4412
15008,ZABSTAIN,4412
15009,Ron Black,4412
15010,Ron Black,4412
15011,ZABSTAIN,4412
15012,Linda Marlene Eales,4412
15013,Linda Marlene Eales,4412
15014,Andy Mitchell,4412
15015,ZABSTAIN,4412
15016,Linda Marlene Eales,4412
15017,Ron Black,4412
15018,Ron Black,4412
15019,Linda Marlene Eales,4412
15020,Ron Black,4412
15021,Linda Marlene Eales,4412
15022,Andy Mitchell,4411
15023,Ron Black,4411
15024,Andy Mitchell,4411
15025,Linda Marlene Eales,4411
15026,Linda Marlene Eales,4411
15027,Linda Marlene Eales,4411
15028,Linda Marlene Eales,4411
15029,ZABSTAIN,4411
15030,Linda Marlene Eales,4411
15031,Andy Mitchell,4411
15032,Andy Mitchell,4411
15033,ZABSTAIN,4411
15034,Andy Mitchell,4411
15035,Linda Marlene Eales,4411
15036,Andy Mitchell,4411
15037,Linda Marlene Eales,4411
15038,Linda Marlene Eales,4411
15039,Andy Mitchell,4410
15040,Linda Marlene Eales,4410
15041,Linda Marlene Eales,4410
15042,Ron Black,4410
15043,Linda Marlene Eales,4410
15044,ZABSTAIN,4410
15045,Linda Marlene Eales,4410
15046,Ron Black,4410
15047,Andy Mitchell,4410
15048,ZABSTAIN,4410
15049,Andy Mitchell,4410
15050,ZABSTAIN,4410
15051,Linda Marlene Eales,4410
15052,Ron Black,4410
15053,ZABSTAIN,4410
15054,Andy Mitchell,4409
15055,Andy Mitchell,4409
15056,Ron Black,4409
15057,Linda Marlene Eales,4409
15058,Linda Marlene Eales,4409
15059,ZABSTAIN,4409
15060,Andy Mitchell,4409
15061,Ron Black,4409
15062,Linda Marlene Eales,4409
15063,Andy Mitchell,4409
15064,Andy Mitchell,4409
15065,Linda Marlene Eales,4409
15066,Linda Marlene Eales,4409
15067,Andy Mitchell,4409
15068,Ron Black,4408
15069,Andy Mitchell,4408
15070,ZABSTAIN,4408
15071,Andy Mitchell,4408
15072,Ron Black,4408
15073,Andy Mitchell,4408
15074,ZABSTAIN,4408
15075,Ron Black,4408
15076,Linda Marlene Eales,4408
15077,Andy Mitchell,4408
15078,Andy Mitchell,4408
15079,Andy Mitchell,4408
